filename,width,height,class,xmin,ymin,xmax,ymax
z5047607038848_e024b5120655bcc7e3e63a2a6651ba67_jpg.rf.1928ca97f26be7b625adb515ffe2f619.jpg,640,640,khong_bo_ao_vao_quan,0,300,98,353
z5047607038848_e024b5120655bcc7e3e63a2a6651ba67_jpg.rf.1928ca97f26be7b625adb515ffe2f619.jpg,640,640,khong_bo_ao_vao_quan,156,329,291,383
z5047607038848_e024b5120655bcc7e3e63a2a6651ba67_jpg.rf.1928ca97f26be7b625adb515ffe2f619.jpg,640,640,khong_bo_ao_vao_quan,498,205,581,241
z5047605427267_b35e35ae4304f6a4d9f0f82c28e50446_jpg.rf.8f4ce6af26822d2212d7991b71b63b1e.jpg,640,640,khong_bo_ao_vao_quan,100,326,254,390
z5047605427267_b35e35ae4304f6a4d9f0f82c28e50446_jpg.rf.8f4ce6af26822d2212d7991b71b63b1e.jpg,640,640,khong_bo_ao_vao_quan,395,295,499,353
z5047605427267_b35e35ae4304f6a4d9f0f82c28e50446_jpg.rf.8f4ce6af26822d2212d7991b71b63b1e.jpg,640,640,khong_bo_ao_vao_quan,460,502,640,617
z5047605427267_b35e35ae4304f6a4d9f0f82c28e50446_jpg.rf.8f4ce6af26822d2212d7991b71b63b1e.jpg,640,640,khong_bo_ao_vao_quan,50,137,118,176
z5047605427267_b35e35ae4304f6a4d9f0f82c28e50446_jpg.rf.8f4ce6af26822d2212d7991b71b63b1e.jpg,640,640,khong_bo_ao_vao_quan,5,137,50,170
z5047607061341_5fd9771ca12bc3f8fd972ed9440d7f1d_jpg.rf.1438f97485de887fd2709e586fa7e1ee.jpg,640,640,khong_bo_ao_vao_quan,273,365,450,425
z5047609089312_a697a196b9cf1762de6bc0062adf622e_jpg.rf.27f3d920b181370aa24618873bf5a3ba.jpg,640,640,khong_bo_ao_vao_quan,247,312,407,397
z5047609089312_a697a196b9cf1762de6bc0062adf622e_jpg.rf.27f3d920b181370aa24618873bf5a3ba.jpg,640,640,khong_bo_ao_vao_quan,462,342,576,408
z5047604334129_be8c916e15260a768ae4d2b69d00c19f_jpg.rf.d7663b3c718f67daa2954ae5bc374464.jpg,640,640,khong_bo_ao_vao_quan,325,310,507,364
z5047609051373_e192bb1eb2b21ffbbc23e1be8d5cb9a8_jpg.rf.2aabd1c3ccab92ea2de88ccd8250cef5.jpg,640,640,khong_bo_ao_vao_quan,251,320,407,385
z5047606107487_39cb594e7f30ed0f5949441669f050ac_jpg.rf.6a4179c7d386026b56d4edc3788f051a.jpg,640,640,khong_bo_ao_vao_quan,202,325,495,378
z5047606107487_39cb594e7f30ed0f5949441669f050ac_jpg.rf.6a4179c7d386026b56d4edc3788f051a.jpg,640,640,khong_bo_ao_vao_quan,4,393,134,467
z5047609168525_2b3f9c82f2c0ea574a2a81e1e891e75d_jpg.rf.0ef540e8d187a8774f8a5e54a6087ac9.jpg,640,640,khong_bo_ao_vao_quan,304,338,614,527
z5047604326817_b5635be36f86037750219e9d4b6f3d79_jpg.rf.c1757dee51be52b7317d9c08b18d0667.jpg,640,640,khong_bo_ao_vao_quan,103,307,239,345
z5047604326817_b5635be36f86037750219e9d4b6f3d79_jpg.rf.c1757dee51be52b7317d9c08b18d0667.jpg,640,640,khong_bo_ao_vao_quan,269,341,425,381
z5047604807296_bd7fd8ee49c5f89e1e0ff62080972036_jpg.rf.cbcc73c444b2c2468bf01ee035a0f472.jpg,640,640,khong_bo_ao_vao_quan,71,423,291,530
z5047604807296_bd7fd8ee49c5f89e1e0ff62080972036_jpg.rf.cbcc73c444b2c2468bf01ee035a0f472.jpg,640,640,khong_bo_ao_vao_quan,498,473,640,597
z5047607528210_e1cc13a21bcd81fb786ba5e933ff9b13_jpg.rf.09979c90a4fc2e1315b7c940fb186663.jpg,640,640,khong_bo_ao_vao_quan,376,315,510,353
z5047604780806_63b4fff8e3beb5658d9a2858f67a4efe_jpg.rf.9249a3d798bed0029091e667a5ca7abc.jpg,640,640,khong_bo_ao_vao_quan,0,343,192,391
z5047604780806_63b4fff8e3beb5658d9a2858f67a4efe_jpg.rf.9249a3d798bed0029091e667a5ca7abc.jpg,640,640,khong_bo_ao_vao_quan,294,251,400,281
z5047609023676_860de7eff83b136e0cd0f0e1d08a5b91_jpg.rf.a5f2c8b518d5e610b928e9a2e17e2afe.jpg,640,640,khong_bo_ao_vao_quan,293,327,378,355
z5047606374527_4a301dd9afe2baa334fcc157d1c12853_jpg.rf.ca2f098afad775435af64c8673bd6e47.jpg,640,640,khong_bo_ao_vao_quan,197,362,497,420
z5047604796965_b9944a488becc3d91ff36b774d8098f7_jpg.rf.019474c854412901186042a0e9bf89db.jpg,640,640,khong_bo_ao_vao_quan,453,342,591,412
z5047604796965_b9944a488becc3d91ff36b774d8098f7_jpg.rf.019474c854412901186042a0e9bf89db.jpg,640,640,khong_bo_ao_vao_quan,74,365,274,428
z5047605459302_0e59b76f22222955d7d22f1db3f6813c_jpg.rf.9c9f39bbb9f3bc88d4494e21593693ad.jpg,640,640,khong_bo_ao_vao_quan,127,417,267,459
z5047605459302_0e59b76f22222955d7d22f1db3f6813c_jpg.rf.9c9f39bbb9f3bc88d4494e21593693ad.jpg,640,640,khong_bo_ao_vao_quan,292,455,388,494
z5047605459302_0e59b76f22222955d7d22f1db3f6813c_jpg.rf.9c9f39bbb9f3bc88d4494e21593693ad.jpg,640,640,khong_bo_ao_vao_quan,532,208,596,228
z5047605459302_0e59b76f22222955d7d22f1db3f6813c_jpg.rf.9c9f39bbb9f3bc88d4494e21593693ad.jpg,640,640,khong_bo_ao_vao_quan,377,255,435,281
z5047607234352_535fe3c5c3546c707345e9b8f1885eb1_jpg.rf.34aa03a69e2d15029d89a4f3db1da803.jpg,640,640,khong_bo_ao_vao_quan,72,332,185,370
z5047607234352_535fe3c5c3546c707345e9b8f1885eb1_jpg.rf.34aa03a69e2d15029d89a4f3db1da803.jpg,640,640,khong_bo_ao_vao_quan,235,389,392,449
z5047608368045_2222265c2b69e57c6644b8bebda9f4a9_jpg.rf.d463a3117faebaa36b966dbc38caf213.jpg,640,640,khong_bo_ao_vao_quan,77,387,233,465
z5047608368045_2222265c2b69e57c6644b8bebda9f4a9_jpg.rf.d463a3117faebaa36b966dbc38caf213.jpg,640,640,khong_bo_ao_vao_quan,293,270,345,286
z5047608368045_2222265c2b69e57c6644b8bebda9f4a9_jpg.rf.d463a3117faebaa36b966dbc38caf213.jpg,640,640,khong_bo_ao_vao_quan,499,311,547,338
z5047608985072_5d5eaf29754a3bbf7ded9d8edbf595f9_jpg.rf.913562a790c73fe28fdc95f3867efb90.jpg,640,640,khong_bo_ao_vao_quan,60,421,189,461
z5047608985072_5d5eaf29754a3bbf7ded9d8edbf595f9_jpg.rf.913562a790c73fe28fdc95f3867efb90.jpg,640,640,khong_bo_ao_vao_quan,193,434,447,489
z5047607234487_d474a42941b68581b1f305aacc2c8668_jpg.rf.0f9c3e2aae88a5a2780753cad634e4d2.jpg,640,640,khong_bo_ao_vao_quan,83,345,226,400
z5047607234487_d474a42941b68581b1f305aacc2c8668_jpg.rf.0f9c3e2aae88a5a2780753cad634e4d2.jpg,640,640,khong_bo_ao_vao_quan,407,344,502,374
z5047607234487_d474a42941b68581b1f305aacc2c8668_jpg.rf.0f9c3e2aae88a5a2780753cad634e4d2.jpg,640,640,khong_bo_ao_vao_quan,56,170,119,202
z5047607234487_d474a42941b68581b1f305aacc2c8668_jpg.rf.0f9c3e2aae88a5a2780753cad634e4d2.jpg,640,640,khong_bo_ao_vao_quan,368,273,446,307
z5047605481536_171f424c9858e1c70dfc317056fd002f_jpg.rf.6bb37d018319f239c2fcbbabedd1e0c1.jpg,640,640,khong_bo_ao_vao_quan,550,238,620,278
z5047605481536_171f424c9858e1c70dfc317056fd002f_jpg.rf.6bb37d018319f239c2fcbbabedd1e0c1.jpg,640,640,khong_bo_ao_vao_quan,420,285,453,335
z5047609060118_e9278e5467f335ebe9139927ad4f6a60_jpg.rf.529f5353d8b777babb9bfe01de575978.jpg,640,640,khong_bo_ao_vao_quan,171,335,371,422
z5047609060118_e9278e5467f335ebe9139927ad4f6a60_jpg.rf.529f5353d8b777babb9bfe01de575978.jpg,640,640,khong_bo_ao_vao_quan,489,329,595,384
z5047607555809_6048add5e0c79908ece9e3421fb8db16_jpg.rf.50d514a9d0fde5b3ba33c8ffda8a3e56.jpg,640,640,khong_bo_ao_vao_quan,253,378,387,420
z5047606665428_2320c6713ea9fd15cb8bb2d2c9aeb1d6_jpg.rf.cf17a2dcf9cf186656b29b47177ecdb7.jpg,640,640,khong_bo_ao_vao_quan,177,505,400,593
z5047604319546_b62ada3c724a6647c9aa90a24edae737_jpg.rf.0d5ce0b6a08999a1cbbae417e48db312.jpg,640,640,khong_bo_ao_vao_quan,223,273,414,332
z5047608649005_474809e6f6300272543b0a3644397c34_jpg.rf.c25259fcd6356d04df30637dd3ef577a.jpg,640,640,khong_bo_ao_vao_quan,222,190,271,225
z5047608649005_474809e6f6300272543b0a3644397c34_jpg.rf.c25259fcd6356d04df30637dd3ef577a.jpg,640,640,khong_bo_ao_vao_quan,560,188,607,212
z5047608649005_474809e6f6300272543b0a3644397c34_jpg.rf.c25259fcd6356d04df30637dd3ef577a.jpg,640,640,khong_bo_ao_vao_quan,36,163,96,195
z5047606423448_929612e9bbf7937531babae403db07ab_jpg.rf.d19e8e3a1e758ed972e606e71041a4fc.jpg,640,640,khong_bo_ao_vao_quan,243,393,430,458
z5047609088237_8c62f522b2c5b790545fff2081e2f2b0_jpg.rf.d296b8a1acf22ca45473e4e1c699be5c.jpg,640,640,khong_bo_ao_vao_quan,167,360,356,433
z5047609088237_8c62f522b2c5b790545fff2081e2f2b0_jpg.rf.d296b8a1acf22ca45473e4e1c699be5c.jpg,640,640,khong_bo_ao_vao_quan,338,353,491,402
z5047609276408_081fa839e355050d25fcedf0344dad1d_jpg.rf.15c7af091f402cde4f29a2276710d7a1.jpg,640,640,khong_bo_ao_vao_quan,266,242,350,293
z5047609276408_081fa839e355050d25fcedf0344dad1d_jpg.rf.15c7af091f402cde4f29a2276710d7a1.jpg,640,640,khong_bo_ao_vao_quan,487,187,556,223
z5047608184385_dd94b5f48112911975f2604d8338c06e_jpg.rf.1247bb2534b7b94fbec268bb55644d28.jpg,640,640,khong_bo_ao_vao_quan,96,384,296,459
z5047608184385_dd94b5f48112911975f2604d8338c06e_jpg.rf.1247bb2534b7b94fbec268bb55644d28.jpg,640,640,khong_bo_ao_vao_quan,254,202,325,242
z5047608184385_dd94b5f48112911975f2604d8338c06e_jpg.rf.1247bb2534b7b94fbec268bb55644d28.jpg,640,640,khong_bo_ao_vao_quan,0,192,29,218
z5047609000202_503907ab048a0e3b880362fef71a5506_jpg.rf.d5fd61b8409d94b496de6dcc93afbc82.jpg,640,640,khong_bo_ao_vao_quan,245,282,354,307
z5047609000202_503907ab048a0e3b880362fef71a5506_jpg.rf.d5fd61b8409d94b496de6dcc93afbc82.jpg,640,640,khong_phu_hieu,293,207,309,225
z5047609247979_408759b3fe368dc499d0f72176092309_jpg.rf.90a2129901cbbde48c7600052a7d1341.jpg,640,640,khong_bo_ao_vao_quan,91,574,330,640
z5047608809426_64399ae3e094949b900e2bf39d8a813e_jpg.rf.e9b587c01bdbc6fbc906a8cc58ac53c4.jpg,640,640,khong_bo_ao_vao_quan,156,330,242,358
z5047608809426_64399ae3e094949b900e2bf39d8a813e_jpg.rf.e9b587c01bdbc6fbc906a8cc58ac53c4.jpg,640,640,khong_bo_ao_vao_quan,236,300,305,328
z5047608809426_64399ae3e094949b900e2bf39d8a813e_jpg.rf.e9b587c01bdbc6fbc906a8cc58ac53c4.jpg,640,640,khong_bo_ao_vao_quan,476,353,565,375
z5047608809426_64399ae3e094949b900e2bf39d8a813e_jpg.rf.e9b587c01bdbc6fbc906a8cc58ac53c4.jpg,640,640,khong_bo_ao_vao_quan,602,333,640,373
z5047606669269_baaac58d32e5e91fcabb4bf27f0d6dfa_jpg.rf.52519875bc2012f06fb4c91867eab999.jpg,640,640,khong_bo_ao_vao_quan,277,400,417,462
z5047609065523_4c333d8c0413a8339c13c8c4e2f447c8_jpg.rf.04d394eb191228025385ebfe1e78b052.jpg,640,640,khong_bo_ao_vao_quan,74,288,136,315
z5047609065523_4c333d8c0413a8339c13c8c4e2f447c8_jpg.rf.04d394eb191228025385ebfe1e78b052.jpg,640,640,khong_bo_ao_vao_quan,18,240,56,270
z5047609065523_4c333d8c0413a8339c13c8c4e2f447c8_jpg.rf.04d394eb191228025385ebfe1e78b052.jpg,640,640,khong_bo_ao_vao_quan,147,253,182,275
z5047609065523_4c333d8c0413a8339c13c8c4e2f447c8_jpg.rf.04d394eb191228025385ebfe1e78b052.jpg,640,640,khong_bo_ao_vao_quan,276,268,314,297
z5047609065523_4c333d8c0413a8339c13c8c4e2f447c8_jpg.rf.04d394eb191228025385ebfe1e78b052.jpg,640,640,khong_bo_ao_vao_quan,391,395,509,448
z5047609065523_4c333d8c0413a8339c13c8c4e2f447c8_jpg.rf.04d394eb191228025385ebfe1e78b052.jpg,640,640,khong_bo_ao_vao_quan,542,292,640,342
z5047609065523_4c333d8c0413a8339c13c8c4e2f447c8_jpg.rf.04d394eb191228025385ebfe1e78b052.jpg,640,640,khong_bo_ao_vao_quan,309,295,351,327
z5047606138612_68101d641cdf046e82f72377d02c7342_jpg.rf.26684acfbe9a8291c8fe4fb3d2d5121c.jpg,640,640,khong_bo_ao_vao_quan,404,285,538,342
z5047605477855_81a84fab2e28ada2ebe01e1fb53b1866_jpg.rf.a60a112b5efd13f25496a4f506624d39.jpg,640,640,khong_bo_ao_vao_quan,230,410,470,492
z5047605477855_81a84fab2e28ada2ebe01e1fb53b1866_jpg.rf.a60a112b5efd13f25496a4f506624d39.jpg,640,640,khong_bo_ao_vao_quan,483,263,527,298
z5047605477855_81a84fab2e28ada2ebe01e1fb53b1866_jpg.rf.a60a112b5efd13f25496a4f506624d39.jpg,640,640,khong_bo_ao_vao_quan,550,240,610,280
z5047606440023_c4c8110e2db52cad62bb29333cf306af_jpg.rf.6b4d8b351d155e31723d4bebfebaa4bf.jpg,640,640,khong_bo_ao_vao_quan,290,325,437,380
z5047609082032_73f884b842b0f4a9502435e6a8766937_jpg.rf.90bb71d68779bad775ab20d118dfc167.jpg,640,640,khong_bo_ao_vao_quan,187,328,429,410
z5047609082032_73f884b842b0f4a9502435e6a8766937_jpg.rf.90bb71d68779bad775ab20d118dfc167.jpg,640,640,khong_bo_ao_vao_quan,0,218,56,292
z5047605595421_d07753de4856478dce16ce306ec6dc2c_jpg.rf.3e929aafb5647bb95ee95bd123a4363d.jpg,640,640,khong_bo_ao_vao_quan,244,315,414,377
z5047609220237_12b4cb1807165b82224af33e8e0c83f1_jpg.rf.a6ac32a7d25f2ed22f277e830e4e4532.jpg,640,640,khong_bo_ao_vao_quan,226,545,569,613
z5047608104878_a0d03e687eec1fa9ed2d6ebbca3fcc62_jpg.rf.bd91de1e7f6b06c7d141e035ffcd9ead.jpg,640,640,khong_bo_ao_vao_quan,265,252,354,290
z5047609206232_d2f010069bf76e3e31951f2bec42da92_jpg.rf.5962fd2e5b3f2ea3027f9c5f9f4c396f.jpg,640,640,khong_bo_ao_vao_quan,184,307,341,358
z5047609206232_d2f010069bf76e3e31951f2bec42da92_jpg.rf.5962fd2e5b3f2ea3027f9c5f9f4c396f.jpg,640,640,khong_bo_ao_vao_quan,569,280,640,327
z5047609009045_c4ac8efbbe373c94f9a0e16c94f3bea8_jpg.rf.d1a32891e2a8d34a2e0995c4f2912518.jpg,640,640,khong_bo_ao_vao_quan,320,253,496,317
z5047606420611_b6563c9576d7b16ed08ef44238cd7705_jpg.rf.fc0fc55f72acaa6adef039fa70f86648.jpg,640,640,khong_bo_ao_vao_quan,263,363,367,413
z5047608361067_67ea51904cb3d3efd44078e2bd014154_jpg.rf.7114dded644571d794af3ba894eb244f.jpg,640,640,khong_bo_ao_vao_quan,223,293,277,335
z5047608361067_67ea51904cb3d3efd44078e2bd014154_jpg.rf.7114dded644571d794af3ba894eb244f.jpg,640,640,khong_phu_hieu,311,179,330,206
z5047607579288_6c7f1d1e533395e321c16628be6f58e5_jpg.rf.1f1b7dac1af831e0da4d0b1c3887fb81.jpg,640,640,khong_bo_ao_vao_quan,340,257,413,302
z5047607769431_b6be9ca70cbc04a18fb025855549b09e_jpg.rf.fefd28aabe3e11f75a062285fc37c286.jpg,640,640,khong_bo_ao_vao_quan,353,403,457,463
z5047607769431_b6be9ca70cbc04a18fb025855549b09e_jpg.rf.fefd28aabe3e11f75a062285fc37c286.jpg,640,640,khong_bo_ao_vao_quan,227,360,317,388
z5047607769431_b6be9ca70cbc04a18fb025855549b09e_jpg.rf.fefd28aabe3e11f75a062285fc37c286.jpg,640,640,khong_bo_ao_vao_quan,77,380,160,415
z5047607769431_b6be9ca70cbc04a18fb025855549b09e_jpg.rf.fefd28aabe3e11f75a062285fc37c286.jpg,640,640,khong_bo_ao_vao_quan,4,410,64,452
z5047607769431_b6be9ca70cbc04a18fb025855549b09e_jpg.rf.fefd28aabe3e11f75a062285fc37c286.jpg,640,640,khong_bo_ao_vao_quan,0,540,107,632
z5047607043503_aa5a6eb3f157744a415156e29bb17fdf_jpg.rf.3e2689776d7d3824b8d4f58d761046a0.jpg,640,640,khong_bo_ao_vao_quan,280,338,457,410
z5047608976861_4a41544305dcf5d4368d7456cec28382_jpg.rf.a9e8c14d4e55d1bea22b3a27dced5a8a.jpg,640,640,khong_bo_ao_vao_quan,237,370,509,415
z5047608976861_4a41544305dcf5d4368d7456cec28382_jpg.rf.a9e8c14d4e55d1bea22b3a27dced5a8a.jpg,640,640,khong_bo_ao_vao_quan,577,251,596,258
z5047607533655_ca76fb1283fa3c38338cc64e5f5ccfcb_jpg.rf.8d4733928a0cb4c71fc8175ebc56572a.jpg,640,640,khong_bo_ao_vao_quan,176,410,238,440
z5047607533655_ca76fb1283fa3c38338cc64e5f5ccfcb_jpg.rf.8d4733928a0cb4c71fc8175ebc56572a.jpg,640,640,khong_bo_ao_vao_quan,351,420,400,449
z5047607533655_ca76fb1283fa3c38338cc64e5f5ccfcb_jpg.rf.8d4733928a0cb4c71fc8175ebc56572a.jpg,640,640,khong_bo_ao_vao_quan,87,386,131,413
z5047607533655_ca76fb1283fa3c38338cc64e5f5ccfcb_jpg.rf.8d4733928a0cb4c71fc8175ebc56572a.jpg,640,640,khong_bo_ao_vao_quan,438,418,493,442
z5047607533655_ca76fb1283fa3c38338cc64e5f5ccfcb_jpg.rf.8d4733928a0cb4c71fc8175ebc56572a.jpg,640,640,khong_bo_ao_vao_quan,265,393,303,413
z5047607077020_d94df2b624a9caa523585fa858d3d319_jpg.rf.3883d7914f2f9c5834a63caf180f1701.jpg,640,640,khong_bo_ao_vao_quan,280,328,443,390
z5047608402788_a67e802f0b4a9a79703007e8088d0346_jpg.rf.ffeaf7d1ae7cbbe1404e1c56e675c6f3.jpg,640,640,khong_bo_ao_vao_quan,98,300,164,322
z5047608402788_a67e802f0b4a9a79703007e8088d0346_jpg.rf.ffeaf7d1ae7cbbe1404e1c56e675c6f3.jpg,640,640,khong_bo_ao_vao_quan,188,292,245,312
z5047608402788_a67e802f0b4a9a79703007e8088d0346_jpg.rf.ffeaf7d1ae7cbbe1404e1c56e675c6f3.jpg,640,640,khong_bo_ao_vao_quan,261,271,293,281
z5047608402788_a67e802f0b4a9a79703007e8088d0346_jpg.rf.ffeaf7d1ae7cbbe1404e1c56e675c6f3.jpg,640,640,khong_bo_ao_vao_quan,351,254,379,268
z5047608402788_a67e802f0b4a9a79703007e8088d0346_jpg.rf.ffeaf7d1ae7cbbe1404e1c56e675c6f3.jpg,640,640,khong_bo_ao_vao_quan,417,250,438,258
z5047608402788_a67e802f0b4a9a79703007e8088d0346_jpg.rf.ffeaf7d1ae7cbbe1404e1c56e675c6f3.jpg,640,640,khong_bo_ao_vao_quan,568,243,576,252
z5047608803539_7b605f9a39e0df339160baa5f98ce770_jpg.rf.a202308bc05a910e2155fc47d6c3bb49.jpg,640,640,khong_bo_ao_vao_quan,256,232,345,280
z5047608803539_7b605f9a39e0df339160baa5f98ce770_jpg.rf.a202308bc05a910e2155fc47d6c3bb49.jpg,640,640,khong_bo_ao_vao_quan,87,170,125,203
z5047608109099_d3567a8d90a0ab302893f82480b85470_jpg.rf.7431a3d678dfc115a633c99a2d3e3b72.jpg,640,640,khong_bo_ao_vao_quan,147,292,282,342
z5047608641718_7d1df40e389e1f721f0bd76bc8ba310a_jpg.rf.34147a09c0c92537246a4fd84e42bea7.jpg,640,640,khong_bo_ao_vao_quan,209,316,299,355
z5047608641718_7d1df40e389e1f721f0bd76bc8ba310a_jpg.rf.34147a09c0c92537246a4fd84e42bea7.jpg,640,640,khong_bo_ao_vao_quan,348,323,440,353
z5047608641718_7d1df40e389e1f721f0bd76bc8ba310a_jpg.rf.34147a09c0c92537246a4fd84e42bea7.jpg,640,640,khong_bo_ao_vao_quan,498,379,603,412
z5047608641718_7d1df40e389e1f721f0bd76bc8ba310a_jpg.rf.34147a09c0c92537246a4fd84e42bea7.jpg,640,640,khong_bo_ao_vao_quan,154,232,184,238
z5047608391865_7c17553edbd6ef0fd03eb4c43c5ae22d_jpg.rf.89c84fc0d011fa48f1e8dd24462cbb53.jpg,640,640,khong_bo_ao_vao_quan,287,303,353,362
z5047608391865_7c17553edbd6ef0fd03eb4c43c5ae22d_jpg.rf.89c84fc0d011fa48f1e8dd24462cbb53.jpg,640,640,khong_bo_ao_vao_quan,217,288,270,313
z5047608391865_7c17553edbd6ef0fd03eb4c43c5ae22d_jpg.rf.89c84fc0d011fa48f1e8dd24462cbb53.jpg,640,640,khong_bo_ao_vao_quan,559,236,589,248
z5047608391865_7c17553edbd6ef0fd03eb4c43c5ae22d_jpg.rf.89c84fc0d011fa48f1e8dd24462cbb53.jpg,640,640,khong_bo_ao_vao_quan,156,297,169,304
z5047608391865_7c17553edbd6ef0fd03eb4c43c5ae22d_jpg.rf.89c84fc0d011fa48f1e8dd24462cbb53.jpg,640,640,khong_bo_ao_vao_quan,182,284,192,292
z5047607216242_649de8722e58173ad8be2e30c510a77f_jpg.rf.f9b8d63e681451ddbb7c158be784ca3c.jpg,640,640,khong_bo_ao_vao_quan,170,415,464,495
z5047607216242_649de8722e58173ad8be2e30c510a77f_jpg.rf.f9b8d63e681451ddbb7c158be784ca3c.jpg,640,640,khong_bo_ao_vao_quan,0,380,86,460
z5047609022009_37714385fcd45ee74127cebaebcef2c6_jpg.rf.318fe902fa905e5d7730d5dd5db75321.jpg,640,640,khong_bo_ao_vao_quan,300,330,433,363
z5047609022009_37714385fcd45ee74127cebaebcef2c6_jpg.rf.318fe902fa905e5d7730d5dd5db75321.jpg,640,640,khong_bo_ao_vao_quan,442,275,529,308
z5047609022009_37714385fcd45ee74127cebaebcef2c6_jpg.rf.318fe902fa905e5d7730d5dd5db75321.jpg,640,640,khong_bo_ao_vao_quan,551,290,627,333
z5047609022009_37714385fcd45ee74127cebaebcef2c6_jpg.rf.318fe902fa905e5d7730d5dd5db75321.jpg,640,640,khong_bo_ao_vao_quan,215,280,289,310
z5047609022009_37714385fcd45ee74127cebaebcef2c6_jpg.rf.318fe902fa905e5d7730d5dd5db75321.jpg,640,640,khong_bo_ao_vao_quan,0,344,107,389
z5047604290349_1ac6891f78fb8d53689ad2c8b8a386a9_jpg.rf.cd6ad8533460cc26af4f4b5ee9db0cfa.jpg,640,640,khong_bo_ao_vao_quan,7,304,166,359
z5047608645560_1b200452ba32b2c60ee37f16fa712f55_jpg.rf.b0f9e1f6e0562066043f41af487f368d.jpg,640,640,khong_bo_ao_vao_quan,315,378,449,432
z5047608645560_1b200452ba32b2c60ee37f16fa712f55_jpg.rf.b0f9e1f6e0562066043f41af487f368d.jpg,640,640,khong_bo_ao_vao_quan,369,197,453,235
z5047608645560_1b200452ba32b2c60ee37f16fa712f55_jpg.rf.b0f9e1f6e0562066043f41af487f368d.jpg,640,640,khong_bo_ao_vao_quan,569,90,600,103
z5047608645560_1b200452ba32b2c60ee37f16fa712f55_jpg.rf.b0f9e1f6e0562066043f41af487f368d.jpg,640,640,khong_bo_ao_vao_quan,487,93,513,117
z5047605444474_5f5ff21f1e9ad3a27a79caf223624c0a_jpg.rf.fe0dc935b98cad0b4a52dbe1f8b1744c.jpg,640,640,khong_bo_ao_vao_quan,267,228,400,290
z5047605444474_5f5ff21f1e9ad3a27a79caf223624c0a_jpg.rf.fe0dc935b98cad0b4a52dbe1f8b1744c.jpg,640,640,khong_bo_ao_vao_quan,510,383,640,485
z5047607521949_ff1c4272a65a0b636235a5ff3a515f30_jpg.rf.f7bc0f6b433d1416f1037dd3a25aa35f.jpg,640,640,khong_bo_ao_vao_quan,231,351,356,387
z5047607521949_ff1c4272a65a0b636235a5ff3a515f30_jpg.rf.f7bc0f6b433d1416f1037dd3a25aa35f.jpg,640,640,khong_bo_ao_vao_quan,0,376,136,422
