filename,Boot,Sandal,Shoe
Sandal-1938-_jpg.rf.e4028397ae3e485f5afe4d98037cb702.jpg,0,1,0
Shoe-900-_jpg.rf.e5df01fe7545527ab304e0afca3eed40.jpg,0,0,1
Shoe-395-_jpg.rf.5c4c6b46f8457ea0c182746881b1f899.jpg,0,0,1
boot-3791-_jpg.rf.05ecd51a154d41a5d98b8dd5404cf214.jpg,1,0,0
Shoe-1105-_jpg.rf.49149089573355f12ba02904ddd5c40c.jpg,0,0,1
boot-1179-_jpg.rf.277682bc040a9b91abe63cac8f7c3eaa.jpg,1,0,0
Shoe-358-_jpg.rf.faf30714ae274ee17f77f36f789d8997.jpg,0,0,1
boot-1831-_jpg.rf.93ecd580fadcce86a4200999244893b8.jpg,1,0,0
Shoe-2724-_jpg.rf.68843d1cfc3cc54b7bfad4412ce7f66d.jpg,0,0,1
Sandal-2779-_jpg.rf.e0d9e7c5f59976168d71930df8c9acc6.jpg,0,1,0
Shoe-1392-_jpg.rf.3d086b031e69318decf4d4e7af4e8197.jpg,0,0,1
Sandal-3280-_jpg.rf.3f49a64892945738057101d46310768d.jpg,0,1,0
Sandal-621-_jpg.rf.be336659ed14cc66657a6a9379853420.jpg,0,1,0
Sandal-439-_jpg.rf.2d56d6e3145d96c4d9a32b6cd65b5c34.jpg,0,1,0
Shoe-4251-_jpg.rf.359ccc8e56bbc2de6d1b335df5fbf373.jpg,0,0,1
boot-549-_jpg.rf.1952f9e5340bd4ef713233de6bb9dee8.jpg,1,0,0
Sandal-75-_jpg.rf.48dcb8c1dd255e832d02dbf2b8758b50.jpg,0,1,0
Shoe-2416-_jpg.rf.a5c624376a2f48ad83ff03039f402663.jpg,0,0,1
Sandal-2611-_jpg.rf.d242d88553fed5193e2330b89e49e865.jpg,0,1,0
Shoe-382-_jpg.rf.8007d8e764c0453d2981defb92bf8468.jpg,0,0,1
Shoe-1816-_jpg.rf.b3de076235f99d7dc6fd295831d2084e.jpg,0,0,1
Shoe-2302-_jpg.rf.03ab1b6d117d2f24a990536950325042.jpg,0,0,1
Shoe-2014-_jpg.rf.094150f28156a901008053c0d402d365.jpg,0,0,1
boot-4593-_jpg.rf.9aade0d5c96dac5ec2cefb146ece9d0f.jpg,1,0,0
boot-3111-_jpg.rf.6b1e4fda516192a4e7151fdc9c6efb96.jpg,1,0,0
Shoe-247-_jpg.rf.91d0a76d6cb7639ca6344d3ba8c3749b.jpg,0,0,1
Shoe-1148-_jpg.rf.e378d011f6a1c718423aaf8ce0b9e58a.jpg,0,0,1
Sandal-515-_jpg.rf.4aeeba6d2fd5e56c2c31677f5604bc9f.jpg,0,1,0
boot-3814-_jpg.rf.a3c264a77d2717421256e2247b662b2f.jpg,1,0,0
Shoe-4368-_jpg.rf.808bc8bb89c3bac8c6ab7adfc72a458a.jpg,0,0,1
Sandal-3821-_jpg.rf.ed91d4462327484fa7000c6f1151f41f.jpg,0,1,0
boot-3813-_jpg.rf.2f271b1df6c99bcda0dd53b95f464dff.jpg,1,0,0
boot-2230-_jpg.rf.86ce622b1caadc048695190a89574b91.jpg,1,0,0
Shoe-1977-_jpg.rf.2988e90e022940f33ef1d34462ae1a79.jpg,0,0,1
Shoe-3055-_jpg.rf.6502c5423e0eed9666d8353837620dde.jpg,0,0,1
Sandal-2433-_jpg.rf.907d25bceab4be40b6e5b4c3893a6aab.jpg,0,1,0
Shoe-4381-_jpg.rf.61a191cab149ebe0fb7e0aefcc7e81b3.jpg,0,0,1
boot-2352-_jpg.rf.d9df0da89822cd978981f27b33ce7ddd.jpg,1,0,0
Sandal-3731-_jpg.rf.e02852fbdccae6e69359a54fde869684.jpg,0,1,0
boot-4735-_jpg.rf.a12356dcdf357da7a08a9702be2bff95.jpg,1,0,0
Sandal-3798-_jpg.rf.c8e271c38e672b538081a4532faff27b.jpg,0,1,0
Sandal-3852-_jpg.rf.8be9e76d245bbef57e21dca853df811c.jpg,0,1,0
boot-1222-_jpg.rf.5bc456da7d38e3726ffa9e364240d967.jpg,1,0,0
boot-2681-_jpg.rf.bcbfaa97c2b37d1a5a68e79ce32e17d0.jpg,1,0,0
Shoe-931-_jpg.rf.e51813e3c47c9b2910ad3361f75ff997.jpg,0,0,1
Sandal-2150-_jpg.rf.ccc11b7a9ed44c2d905ca37da5c2d306.jpg,0,1,0
Shoe-2963-_jpg.rf.e1a30fc5fdbbc9ca913d4df6d9dcd607.jpg,0,0,1
Sandal-3031-_jpg.rf.8994bafaa6ecd6074e4f016251bbf20f.jpg,0,1,0
Shoe-2957-_jpg.rf.4380b56c6cd41abd6340efcf0afa49e3.jpg,0,0,1
Shoe-1509-_jpg.rf.399eeef59f686174765dad74e1a387bd.jpg,0,0,1
Shoe-2143-_jpg.rf.77f20f42d7548fbb7facc568855c7905.jpg,0,0,1
boot-185-_jpg.rf.6e244a450c57c4a936036d2bc30bcd45.jpg,1,0,0
boot-994-_jpg.rf.f209d9d76ba7106617444c089c480416.jpg,1,0,0
boot-1686-_jpg.rf.343be8d3b30f9a98f0bf1c0851ed1c7c.jpg,1,0,0
Shoe-441-_jpg.rf.31bb64d75295e6c963140aa307a8a3a8.jpg,0,0,1
boot-1928-_jpg.rf.6a5a9f42d06e23f9d83667514acc33e0.jpg,1,0,0
Shoe-1207-_jpg.rf.5754f91304145c3f0aecb57936199a0a.jpg,0,0,1
Shoe-735-_jpg.rf.d9318f3f1478e9f054d751b1153edbf7.jpg,0,0,1
Shoe-779-_jpg.rf.65bbe31996dad644f396d232140c27d2.jpg,0,0,1
Shoe-2438-_jpg.rf.78fde114bb53b30449380361905302ca.jpg,0,0,1
Shoe-4433-_jpg.rf.e6b353a4692a5d4322c8b0dd69c57273.jpg,0,0,1
boot-1232-_jpg.rf.3b2f6c69b105519f12c07010ecd2c01a.jpg,1,0,0
Shoe-3102-_jpg.rf.f857d6fbb092761f9b1324c26079dadd.jpg,0,0,1
Shoe-3276-_jpg.rf.da9dc30d4b81f83687f28e25de7d9c53.jpg,0,0,1
Shoe-793-_jpg.rf.1700970aabde8338c55a23210df3f9f8.jpg,0,0,1
boot-4107-_jpg.rf.33c8c262d5eec72cba64911b66b09de0.jpg,1,0,0
Shoe-1004-_jpg.rf.4a0511e9ad6e5d53b6b32220a4a8c64c.jpg,0,0,1
Shoe-2285-_jpg.rf.74cda862155f6600908cda30b2adf5c9.jpg,0,0,1
Shoe-1849-_jpg.rf.95cd9e4ab7e3f16c4abfa661c6d6a2f8.jpg,0,0,1
boot-3499-_jpg.rf.3826bb3798da67fa95af23a377569367.jpg,1,0,0
boot-870-_jpg.rf.99d52bc7711006db98a82c43d37bb62a.jpg,1,0,0
boot-3023-_jpg.rf.5944dfeab61119953349a13313a06fa7.jpg,1,0,0
Shoe-866-_jpg.rf.095a557f65202fa7c72fcf0783bff6c8.jpg,0,0,1
Shoe-4736-_jpg.rf.fbdab026ab770ddb41a58c5e56bbcaf7.jpg,0,0,1
Shoe-4314-_jpg.rf.aa78e7f550247c0552f753372e0c99c4.jpg,0,0,1
Shoe-4848-_jpg.rf.5d53bbb885def101eaf51a420f6ca0eb.jpg,0,0,1
boot-2227-_jpg.rf.1de464359b81a8955e7e1b8ea65c42e7.jpg,1,0,0
boot-2488-_jpg.rf.558f3e79002cc29331a6e22e3dab99de.jpg,1,0,0
boot-901-_jpg.rf.3be4d27aa6c3a4a7962d3d8b22f97723.jpg,1,0,0
Shoe-1905-_jpg.rf.2ec561056581fe2eab8ebddd15356985.jpg,0,0,1
Sandal-3674-_jpg.rf.eb6265be933ce8216ac1aed8ff1dea37.jpg,0,1,0
Shoe-1828-_jpg.rf.a23e3407538dc3e293f5d2ace2172adb.jpg,0,0,1
Shoe-3840-_jpg.rf.a4f5290d78208b40ebf2de62129a6ef4.jpg,0,0,1
Shoe-2301-_jpg.rf.69a4b869ad40341177aac1a798b03374.jpg,0,0,1
Shoe-3923-_jpg.rf.a89778e55e277cd3da9f34528892d5c0.jpg,0,0,1
boot-4525-_jpg.rf.325dfbb8b4d848f8087563e4524c79b4.jpg,1,0,0
boot-4201-_jpg.rf.ed8b761bd7855b0e67167b54a994888d.jpg,1,0,0
Shoe-4069-_jpg.rf.69225a2f1c0eccf1b233f251e373b1b5.jpg,0,0,1
Sandal-406-_jpg.rf.2d083e4b8876c0e496fcf90479a18768.jpg,0,1,0
Sandal-1265-_jpg.rf.0e9778a6c7f5f4ecf4b6a8dad556dcc2.jpg,0,1,0
Sandal-41-_jpg.rf.ede128839cff44af8839ef7167eefc5f.jpg,0,1,0
Sandal-4227-_jpg.rf.8bb2a90e1ea35ef90724d7a7f84abb5b.jpg,0,1,0
Sandal-1932-_jpg.rf.7f7b8f9034bc16c9085f7926eed24a07.jpg,0,1,0
Shoe-515-_jpg.rf.cc773afada84822f9dab22358ad10c07.jpg,0,0,1
boot-2496-_jpg.rf.c6c84b0371d61a1e7f0906201f926357.jpg,1,0,0
boot-3325-_jpg.rf.68f682719a6765e7322ed7dce9df20fa.jpg,1,0,0
Shoe-1277-_jpg.rf.5ac7005c26ba5324076966a040163231.jpg,0,0,1
boot-213-_jpg.rf.a29b5b292a52b15efd884494a5505040.jpg,1,0,0
Shoe-3374-_jpg.rf.950bef45a7d9049c39985a90315ade8b.jpg,0,0,1
Shoe-313-_jpg.rf.ed5ff3e0dc896c59ad99a979af2da08e.jpg,0,0,1
boot-2906-_jpg.rf.656a5b27e73a28f8abcb236f6a1bb502.jpg,1,0,0
Sandal-2111-_jpg.rf.956a519b707694fd0d2c7b2dcbe73cf0.jpg,0,1,0
boot-1951-_jpg.rf.a86ea4d5bbf56aa11782f25203f00ffb.jpg,1,0,0
Sandal-4302-_jpg.rf.17345c5402988eaab6f21f5c3e98197e.jpg,0,1,0
Sandal-4211-_jpg.rf.b17e339016366962fa72f67db938fa1b.jpg,0,1,0
boot-4830-_jpg.rf.92d595967ab0d9b56b5016762da29748.jpg,1,0,0
boot-3479-_jpg.rf.6a7062bc6962c2fad3102737afca709c.jpg,1,0,0
boot-830-_jpg.rf.d37f844c4ab168e2da09c2e724ed4c7b.jpg,1,0,0
Shoe-4751-_jpg.rf.a1789e7ad16ff4318c53f5d4dc945e24.jpg,0,0,1
Sandal-1193-_jpg.rf.34b7047d4f3bf4e094e482306cdda6a6.jpg,0,1,0
Shoe-3194-_jpg.rf.afcb7353d9e256f42354d9edf1c9e080.jpg,0,0,1
Sandal-1012-_jpg.rf.9cbf35bbc4bd419474cb791b6a951809.jpg,0,1,0
Shoe-1732-_jpg.rf.afb9319d4174f4e54a2497edb90e95f0.jpg,0,0,1
Sandal-1434-_jpg.rf.81521cf07b81df1b94f4272903d36e63.jpg,0,1,0
Shoe-2242-_jpg.rf.f3b5de28f418b7e3622e240885220a60.jpg,0,0,1
boot-4347-_jpg.rf.df243f5a49713a1bf75b9bdfc079aeac.jpg,1,0,0
Shoe-1418-_jpg.rf.bd294c6e4844df3a8f41a86a79ca9ac1.jpg,0,0,1
boot-3130-_jpg.rf.f27933faa891c12b7c46397e11f91b99.jpg,1,0,0
Sandal-4188-_jpg.rf.1266661fe3a3ab022d0ea8c5f88fc606.jpg,0,1,0
Sandal-365-_jpg.rf.09c544ab18e338407c5df93119bb504c.jpg,0,1,0
Shoe-1748-_jpg.rf.ad2fac7bb30e00ea6b7e43e53cae81c6.jpg,0,0,1
Sandal-2371-_jpg.rf.e5a5c79c6bcc55196b6a39166ec92ffa.jpg,0,1,0
boot-4614-_jpg.rf.f436712cf138d1af7ebbd8c1c3bff039.jpg,1,0,0
Sandal-567-_jpg.rf.6265d221831b3a93f7cbc4606fec31e6.jpg,0,1,0
Shoe-137-_jpg.rf.a3e480bfd12568a63df008533dff9d80.jpg,0,0,1
boot-4796-_jpg.rf.936dcfe14dbf3704aa9a07c4948a8d69.jpg,1,0,0
boot-2692-_jpg.rf.28f5ade940f220764e1a43dc99a333d3.jpg,1,0,0
boot-3836-_jpg.rf.0420252d700211f488b25ae278130400.jpg,1,0,0
boot-2328-_jpg.rf.3ba55d208cb6ad7a7a3f9921b575ee09.jpg,1,0,0
boot-1593-_jpg.rf.9dbd93359a8a8f9bfaa95d7b79dfacb5.jpg,1,0,0
Shoe-2002-_jpg.rf.68286e507de1ac046dcd0d7f33005be4.jpg,0,0,1
Shoe-36-_jpg.rf.a9ebb39da598e28fcb0bc11e39243747.jpg,0,0,1
Sandal-516-_jpg.rf.756c37eef5adf3c89b099fb0fa356df6.jpg,0,1,0
Shoe-197-_jpg.rf.16e042f08742f1d5c7a0673711db48de.jpg,0,0,1
Shoe-3726-_jpg.rf.cbedb33045ab5fd158a5ff107bd3e192.jpg,0,0,1
Shoe-53-_jpg.rf.367134c5e3849a34a73bd583b21b940b.jpg,0,0,1
Sandal-3112-_jpg.rf.ed9079989ff094e9d014ac12855bb9b0.jpg,0,1,0
Sandal-2857-_jpg.rf.0f2d379defeec0cdac486793661d1ef3.jpg,0,1,0
Sandal-4863-_jpg.rf.20e34f084ed841a0dd4cb6ae028514da.jpg,0,1,0
Shoe-1573-_jpg.rf.07625b13d5d05ff180a48090fa29ee1f.jpg,0,0,1
boot-2433-_jpg.rf.5807712597df4dcfb94319655784aaed.jpg,1,0,0
boot-535-_jpg.rf.57c7c148c129a9f4ef616eaea7743ee9.jpg,1,0,0
Sandal-2800-_jpg.rf.37163121a62adf06f8641245dcadb59a.jpg,0,1,0
boot-1063-_jpg.rf.108e44a447a0deed3315b749d73362a4.jpg,1,0,0
Shoe-977-_jpg.rf.15844a3316e2edef25be5bfca3dd0b2e.jpg,0,0,1
Shoe-4184-_jpg.rf.2dfef747931106e6f25d7630de3ad03b.jpg,0,0,1
boot-2237-_jpg.rf.c44c723300126d902a14cf4103bb8f91.jpg,1,0,0
Shoe-238-_jpg.rf.23c64d5db83d14680d85fffd7ce70a63.jpg,0,0,1
Shoe-1096-_jpg.rf.3a47f2e7da00c295a2e4a54723784a8c.jpg,0,0,1
Shoe-1311-_jpg.rf.dd4c740db69c81a7012655fbfb6814a6.jpg,0,0,1
Sandal-1137-_jpg.rf.44ec01949d0f421cfdc627745eca6694.jpg,0,1,0
Sandal-4132-_jpg.rf.3d8f6bfed09310944a7f38cd14ff8aad.jpg,0,1,0
Shoe-4070-_jpg.rf.c9aa1744a85c99ca9f161899566f1df2.jpg,0,0,1
Shoe-2378-_jpg.rf.aedf377509e4f3112fe2ee67acab1561.jpg,0,0,1
boot-782-_jpg.rf.478d4f272ca49293139e0ea1f4b70506.jpg,1,0,0
Sandal-747-_jpg.rf.61bce9807d8c097db984568b6d40cb00.jpg,0,1,0
Sandal-4690-_jpg.rf.6833c19b89888b6e4044829f95a211f8.jpg,0,1,0
Sandal-3966-_jpg.rf.5590123e1f939ed852baaa392f73092f.jpg,0,1,0
Sandal-2446-_jpg.rf.f6ac10671cc65e3cb500dbbdc599d5b2.jpg,0,1,0
Shoe-291-_jpg.rf.1dc5335b83a1dfb1f9f0b172585d0556.jpg,0,0,1
Sandal-4809-_jpg.rf.70a2848e1e381fc35a14ccfad9b01e98.jpg,0,1,0
boot-342-_jpg.rf.5bd6b90cf76e48ad29cedca405b3d765.jpg,1,0,0
Shoe-1512-_jpg.rf.c12b5bf6778c728ceca21702f79f156e.jpg,0,0,1
Sandal-1448-_jpg.rf.60c5a721d6a2a270f12f4c9745133045.jpg,0,1,0
Shoe-2666-_jpg.rf.2d202a651efd1807c20045602928d844.jpg,0,0,1
boot-4218-_jpg.rf.2e48fc8348252672a2d10e47e4db5ee2.jpg,1,0,0
Sandal-1506-_jpg.rf.cf0a32c518cc9af70858b4a4c2c508e0.jpg,0,1,0
boot-2840-_jpg.rf.a6e050359ae26448f3ebe6cca566a2e7.jpg,1,0,0
Sandal-45-_jpg.rf.569210620636396690f1f370d734f7ce.jpg,0,1,0
Shoe-2118-_jpg.rf.a6de8fa53fa36f9126e36422555b396e.jpg,0,0,1
Sandal-3602-_jpg.rf.be5f08ceab47a8ef7323f8ca54d2eb9a.jpg,0,1,0
Sandal-691-_jpg.rf.f7f3da0c918e418419eef0700f89f615.jpg,0,1,0
boot-3781-_jpg.rf.3f5449874bcdfdad05fe0eb4697aebdc.jpg,1,0,0
Shoe-1888-_jpg.rf.2b1a3b40eaf93b7a231da2641b44c022.jpg,0,0,1
Sandal-4890-_jpg.rf.42d8844ea09882a0ce7b15c30c3d7b53.jpg,0,1,0
boot-3163-_jpg.rf.a0a53eef275fd716d1a5228d4ca7e023.jpg,1,0,0
Sandal-3475-_jpg.rf.ad1af8c875f5d07d16e209912002fda8.jpg,0,1,0
Shoe-3640-_jpg.rf.da6d2a92a6b2765e055cbc5a84ec609a.jpg,0,0,1
boot-3449-_jpg.rf.dd7313c404628882f0667a99a48da62e.jpg,1,0,0
Sandal-2838-_jpg.rf.664e77f1c331ffa3a5d61c58a9916ce9.jpg,0,1,0
Shoe-4957-_jpg.rf.7c857d462877832cfbfb50628fd5f6e9.jpg,0,0,1
boot-1356-_jpg.rf.6196400dcbe7eec04b8d72b95afc2178.jpg,1,0,0
Shoe-736-_jpg.rf.dc702134452949fd1ea4af4650da3467.jpg,0,0,1
Sandal-3988-_jpg.rf.ddbbc7c06392c455c4843029d10ad9ca.jpg,0,1,0
boot-1531-_jpg.rf.3baf34028d405a7559df9ba7d2a9829b.jpg,1,0,0
Sandal-79-_jpg.rf.8e6a94800320f51001443acfd1f3a7a8.jpg,0,1,0
Shoe-1140-_jpg.rf.661d14f9ae0e2c7375e96fa02b18b19e.jpg,0,0,1
Sandal-1922-_jpg.rf.018477c8141b1dee1ecf758e6bfbbd3d.jpg,0,1,0
Shoe-1997-_jpg.rf.8f104368b3da28fa9383b0fdda73efcb.jpg,0,0,1
Sandal-4529-_jpg.rf.27990fd7f3719b73e674dbf35594fc83.jpg,0,1,0
boot-3292-_jpg.rf.a55fb2bb9434cf437e53c9c18a51279e.jpg,1,0,0
Sandal-4795-_jpg.rf.18424645603562f058697b76b16b25ef.jpg,0,1,0
Shoe-4782-_jpg.rf.2475a6296d327eaf18d8f6ae9e24da7e.jpg,0,0,1
boot-2378-_jpg.rf.9bf3045f65d6dd912c00721ca47b8e6b.jpg,1,0,0
Sandal-2360-_jpg.rf.52b27087e646e9ef9b6a3d22ef6f505e.jpg,0,1,0
Sandal-4074-_jpg.rf.2125aae7a6adaa688a0758929a343ad8.jpg,0,1,0
Shoe-3671-_jpg.rf.a81bcccb42044867674697e7e6fe3a97.jpg,0,0,1
boot-1677-_jpg.rf.bd0b286948090cc5865f6077990680ff.jpg,1,0,0
Shoe-2827-_jpg.rf.23e6bb19f01ad53377ffa21e8b2fe744.jpg,0,0,1
boot-1897-_jpg.rf.a8cbe369daeca1f81505b426ffcabe08.jpg,1,0,0
Shoe-633-_jpg.rf.4653903b0cd5e4442cd67cdf0a1950ad.jpg,0,0,1
Shoe-2404-_jpg.rf.d4c7a4b9d576000b98b11884f353fe7a.jpg,0,0,1
boot-4519-_jpg.rf.16185d25cd776a5ac396b4d38a4f20da.jpg,1,0,0
boot-3852-_jpg.rf.694f178e06552cccb1d0b8b7c0b49842.jpg,1,0,0
Sandal-2048-_jpg.rf.db411cb95d9c84fc872519a23f614bca.jpg,0,1,0
boot-33-_jpg.rf.0f19b536ebcfacd0e6652e4d9ea285da.jpg,1,0,0
boot-2161-_jpg.rf.e9f5a512de059c63e972bd2fbb769157.jpg,1,0,0
Sandal-4763-_jpg.rf.dc140c258224e9ff6887d7c8ff27e740.jpg,0,1,0
Shoe-1397-_jpg.rf.d1c0b7c4dbe3dbdc3a111cd4130458e2.jpg,0,0,1
Sandal-572-_jpg.rf.40e9fe2939afcc04e25838b5aff0e8dd.jpg,0,1,0
Sandal-4034-_jpg.rf.7a62ab30990966beb43495628bb22fe6.jpg,0,1,0
boot-224-_jpg.rf.58983537948fb80c7d14d87a8aa777a5.jpg,1,0,0
Sandal-3159-_jpg.rf.57481965cbb5223b948f1e7e0f4013fe.jpg,0,1,0
Shoe-4089-_jpg.rf.842bcbfa3fcfae626c26523301e3670b.jpg,0,0,1
boot-4581-_jpg.rf.c070a71d2d65c57c47735f00027c0c13.jpg,1,0,0
Shoe-4679-_jpg.rf.e3eb6e6ed8631a3e6b68f8a4f53c114c.jpg,0,0,1
boot-318-_jpg.rf.20bc1f3eb50b12d1516ac1e2bf285447.jpg,1,0,0
Shoe-1932-_jpg.rf.262bf4c4d0faa18361c1709f47a58798.jpg,0,0,1
boot-2409-_jpg.rf.1f4e7b968eb11b0fafe4615c8f8e17e7.jpg,1,0,0
Shoe-3972-_jpg.rf.06da60bff1b7e3489be44937aed7683d.jpg,0,0,1
Sandal-3424-_jpg.rf.b8f1578a6f6e98698f4cb81286f57db8.jpg,0,1,0
Sandal-4929-_jpg.rf.cb065c8341cdd2673a5fd1f7cdae4dcb.jpg,0,1,0
boot-691-_jpg.rf.0c84b2592043eec79eb747a227862ceb.jpg,1,0,0
Sandal-713-_jpg.rf.96dfeb2166e5bb28d1fa2d03fef0d898.jpg,0,1,0
Sandal-1359-_jpg.rf.acceeebaae172d700c691061c2183760.jpg,0,1,0
Sandal-3963-_jpg.rf.ece38e82a77230aca69d2cade994c2fd.jpg,0,1,0
boot-4587-_jpg.rf.cb6588660b4c1ef7b43560f2bc1cd022.jpg,1,0,0
boot-3270-_jpg.rf.937a5f158d537c19129a98f18b913c0e.jpg,1,0,0
Sandal-1072-_jpg.rf.329e5c0bc2b90176214ee7baa45086af.jpg,0,1,0
Sandal-2184-_jpg.rf.522595a6cf601b68ebf75c3053e5ec6f.jpg,0,1,0
boot-890-_jpg.rf.38366780b59d14b47f7d2c03fa4c6d02.jpg,1,0,0
Shoe-3197-_jpg.rf.37b17bb8a69bcee2ea5b71c4c0f5819b.jpg,0,0,1
Shoe-4363-_jpg.rf.0c06d61070f5dd87042ef1835a6793e0.jpg,0,0,1
Sandal-1339-_jpg.rf.484e46a5d1eede32580d3d00d8be6a18.jpg,0,1,0
Shoe-4971-_jpg.rf.be84f334c71a8dc62de0420ecfa31494.jpg,0,0,1
Sandal-2880-_jpg.rf.7c14cda3df35bfe92ef551784dc77b9f.jpg,0,1,0
Sandal-1810-_jpg.rf.5812463bfeb41955b82fad59f6e7e2ab.jpg,0,1,0
Shoe-2254-_jpg.rf.9e9f47590fcba98909915927aeb97102.jpg,0,0,1
Shoe-3958-_jpg.rf.65ee6c95a17519f081b313b64b8f42f8.jpg,0,0,1
Shoe-842-_jpg.rf.37520079e5c0cb75acab08e928a57b75.jpg,0,0,1
Shoe-3790-_jpg.rf.04535f170d284756c972bfa15c1d0244.jpg,0,0,1
boot-2192-_jpg.rf.b342ed2d89272c814b2cbd5d7b22dc85.jpg,1,0,0
Shoe-91-_jpg.rf.80db446b650921a1c90cc7f6eb5fd064.jpg,0,0,1
Shoe-1911-_jpg.rf.26fe9358adb1ace4de9068983d3de79c.jpg,0,0,1
Shoe-656-_jpg.rf.3ada12df9a58c48e8ac03a4e37ac9337.jpg,0,0,1
Shoe-4643-_jpg.rf.5cd07742a76bc0544e9a979bdcbcb93e.jpg,0,0,1
